date,symbol,open,high,low,close,volume
2023-11-08,YARN,26.65,26.8,25.91,26.2,2326112
2023-11-09,SOCK,114.67,115.93,113.53,115.72,3556727
2023-11-09,YARN,26.2,26.27,24.26,24.55,3390368
2023-11-10,SOCK,115.72,118.17,115.35,117.58,3781623
2023-11-10,YARN,24.55,25.99,24.41,25.51,4531432
2023-11-13,SOCK,117.58,118.09,115.01,116.03,2249447
2023-11-13,YARN,25.51,26.69,25.08,25.91,4453392
2023-11-14,SOCK,116.03,122.51,115.59,121.47,2665781
2023-11-14,YARN,25.91,27.29,25.2,26.95,4979292
2023-11-15,SOCK,121.47,130.16,120.94,126.93,3912126
2023-11-15,YARN,26.95,27.04,26.07,26.91,1037702
2023-11-16,SOCK,126.93,128.32,126.8,128.28,4606522
2023-11-16,YARN,26.91,28.53,26.79,28.32,3944063
2023-11-17,SOCK,128.28,129.38,122.0,124.14,2843624
2023-11-17,YARN,28.32,28.9,28.25,28.75,2358159
2023-11-20,SOCK,124.14,127.19,123.96,127.07,3206191
2023-11-20,YARN,28.75,29.35,28.08,28.41,4527805
2023-11-21,SOCK,127.07,129.23,122.15,123.61,2483374
2023-11-21,YARN,28.41,28.65,28.34,28.64,3757832
2023-11-22,SOCK,123.61,126.22,123.59,125.52,2133180
2023-11-22,YARN,28.64,30.68,28.52,30.16,1926514
2023-11-23,SOCK,125.52,125.9,118.84,119.92,4219254
2023-11-23,YARN,30.16,30.25,28.42,29.78,2265961
2023-11-24,SOCK,119.92,122.54,119.76,121.75,1506601
2023-11-24,YARN,29.78,30.29,29.62,30.13,2949420
2023-11-27,SOCK,121.75,129.26,121.35,128.04,4704671
2023-11-27,YARN,30.13,31.13,29.83,30.76,1591743
2023-11-28,SOCK,128.04,130.32,126.24,128.21,3481371
2023-11-28,YARN,30.76,32.08,30.22,32.03,1449452
2023-11-29,SOCK,128.21,129.65,128.0,128.97,2617938
2023-11-29,YARN,32.03,32.48,30.98,31.36,1860549
2023-11-30,SOCK,128.97,130.35,125.3,127.26,1731862
2023-11-30,YARN,31.36,32.31,30.74,30.94,3925593
2023-12-01,SOCK,127.26,129.12,126.02,127.85,1492226
2023-12-01,YARN,30.94,31.22,30.84,30.86,1172770
2023-12-04,SOCK,127.85,127.89,125.6,127.65,4589180
2023-12-04,YARN,30.86,31.69,30.83,31.22,3226479
2023-12-05,SOCK,127.65,131.33,127.63,130.9,4352817
2023-12-05,YARN,31.22,31.27,30.88,31.13,3175878
2023-12-06,SOCK,130.9,132.2,129.06,130.25,3200207
2023-12-06,YARN,31.13,31.81,29.67,29.88,4929445
2023-12-07,SOCK,130.25,131.04,127.28,128.77,2702959
2023-12-07,YARN,29.88,31.41,29.56,30.89,2676596
2023-12-08,SOCK,128.77,131.25,127.59,130.49,2753410
2023-12-08,YARN,30.89,31.83,30.81,31.38,2541659
2023-12-11,SOCK,130.49,134.42,129.53,134.15,4054260
2023-12-11,YARN,31.38,31.52,30.89,30.94,3431319
2023-12-12,SOCK,134.15,134.64,132.69,134.36,1718276
2023-12-12,YARN,30.94,31.26,30.78,30.95,3443630
2023-12-13,SOCK,134.36,134.47,132.2,133.18,1366852
2023-12-13,YARN,30.95,31.19,30.39,30.46,4372229
2023-12-14,SOCK,133.18,136.81,132.61,135.3,1163067
2023-12-14,YARN,30.46,31.11,29.48,30.9,1198040
2023-12-15,SOCK,135.3,135.72,134.41,134.65,3045926
2023-12-15,YARN,30.9,31.28,30.27,30.62,2262464
2023-12-18,SOCK,134.65,136.15,129.57,130.08,2511450
2023-12-18,YARN,30.62,30.64,29.7,29.7,3984825
2023-12-19,SOCK,130.08,131.72,127.38,131.5,3928337
2023-12-19,YARN,29.7,30.79,28.5,30.35,1937738
2023-12-20,SOCK,131.5,131.85,123.98,124.73,4926912
2023-12-20,YARN,30.35,30.87,28.23,28.74,2515342
2023-12-21,SOCK,124.73,124.89,117.95,118.56,4153526
2023-12-21,YARN,28.74,29.16,27.96,28.55,3708811
2023-12-22,SOCK,118.56,118.96,117.73,117.91,2403589
2023-12-22,YARN,28.55,28.81,27.82,28.36,3172270
2023-12-25,SOCK,117.91,118.73,117.16,118.04,4262506
2023-12-25,YARN,28.36,29.14,28.27,28.56,2893106
2023-12-26,SOCK,118.04,118.9,115.88,116.96,4679631
2023-12-26,YARN,28.56,30.53,28.05,30.43,2906472
2023-12-27,SOCK,116.96,118.39,115.94,117.51,1147332
2023-12-27,YARN,30.43,30.78,29.93,30.53,3095726
2023-12-28,SOCK,117.51,117.8,116.87,117.5,4745615
2023-12-28,YARN,30.53,31.36,29.9,30.04,1954568
2023-12-29,SOCK,117.5,119.76,114.45,115.44,1460314
2023-12-29,YARN,30.04,31.59,29.42,30.83,4309775
2024-01-01,SOCK,115.44,120.7,115.12,119.04,2439116
2024-01-01,YARN,30.83,31.9,30.26,31.16,1173036
2024-01-02,SOCK,119.04,122.33,116.88,121.22,1418435
2024-01-02,YARN,31.16,31.76,29.78,29.87,1615377
2024-01-03,SOCK,121.22,122.93,118.8,118.88,2577025
2024-01-03,YARN,29.87,29.87,29.25,29.46,2426586
2024-01-04,SOCK,118.88,120.39,117.32,119.5,2441005
2024-01-04,YARN,29.46,30.33,29.28,29.82,2582193
2024-01-05,SOCK,119.5,119.62,118.1,119.38,1707024
2024-01-05,YARN,29.82,30.63,29.81,29.94,2797258
2024-01-08,SOCK,119.38,119.8,118.99,119.42,3556951
2024-01-08,YARN,29.94,30.05,28.34,28.35,3720719
2024-01-09,SOCK,119.42,121.0,117.69,117.84,3654794
2024-01-09,YARN,28.35,28.7,27.5,27.87,1950517
2024-01-10,SOCK,117.84,117.92,117.19,117.86,3464208
2024-01-10,YARN,27.87,28.15,27.3,27.35,1803411
2024-01-11,SOCK,117.86,119.5,117.27,118.21,4582169
2024-01-11,YARN,27.35,27.59,27.29,27.46,1713717
2024-01-12,SOCK,118.21,120.06,118.07,119.43,1010461
2024-01-12,YARN,27.46,27.79,27.2,27.34,4336565
2024-01-15,SOCK,119.43,119.78,118.64,119.08,2428606
2024-01-15,YARN,27.34,28.39,27.02,27.89,4435563
2024-01-16,SOCK,119.08,121.23,118.4,119.66,3495718
2024-01-16,YARN,27.89,28.58,27.74,28.16,2486475
2024-01-17,SOCK,119.66,120.3,118.78,118.88,4746363
2024-01-17,YARN,28.16,28.6,26.91,27.03,2468697
2024-01-18,SOCK,118.88,119.68,117.48,119.0,4485142
2024-01-18,YARN,27.03,27.36,26.39,26.88,4243305
2024-01-19,SOCK,119.0,121.24,117.82,121.0,2056959
2024-01-19,YARN,26.88,27.77,26.56,27.52,3314803
2024-01-22,SOCK,121.0,124.67,119.96,124.54,3582416
2024-01-22,YARN,27.52,28.13,26.88,28.01,2489423
2024-01-23,SOCK,124.54,127.29,122.73,123.73,3934089
2024-01-23,YARN,28.01,28.2,27.45,27.78,1283119
2024-01-24,SOCK,123.73,126.54,122.27,123.86,2623954
2024-01-24,YARN,27.78,28.22,27.29,27.81,4605253
2024-01-25,SOCK,123.86,124.8,123.43,124.76,4115488
2024-01-25,YARN,27.81,27.82,27.57,27.66,3371106
2024-01-26,SOCK,124.76,128.11,124.12,127.99,1798073
2024-01-26,YARN,27.66,27.77,26.55,26.77,2894409
2024-01-29,SOCK,127.99,129.17,126.6,127.55,3566279
2024-01-29,YARN,26.77,27.1,25.8,26.07,2965080
2024-01-30,SOCK,127.55,128.97,127.16,128.24,1193963
2024-01-30,YARN,26.07,26.12,24.33,24.62,2606710
2024-01-31,SOCK,128.24,132.08,126.8,130.33,3861594
2024-01-31,YARN,24.62,25.16,23.42,23.56,3215399
2024-02-01,SOCK,130.33,135.54,130.29,135.44,3967019
2024-02-01,YARN,23.56,24.32,23.38,23.71,1308547
2024-02-02,SOCK,135.44,136.36,132.21,132.49,1421126
2024-02-02,YARN,23.71,24.12,23.56,24.05,1353000
2024-02-05,SOCK,132.49,133.02,131.36,132.65,3780436
2024-02-05,YARN,24.05,24.54,23.54,24.08,3844238
2024-02-06,SOCK,132.65,137.74,130.92,136.52,2063950
2024-02-06,YARN,24.08,24.58,24.07,24.45,3764059
2024-02-07,SOCK,136.52,137.01,133.46,133.85,2061184
2024-02-07,YARN,24.45,24.69,22.96,23.61,4487730
2024-02-08,SOCK,133.85,136.03,128.13,130.77,1867982
2024-02-08,YARN,23.61,23.81,23.35,23.6,3072876
2024-02-09,SOCK,130.77,131.34,130.7,131.18,3975514
2024-02-09,YARN,23.6,25.77,23.56,25.73,2252162
2024-02-12,SOCK,131.18,135.25,130.44,133.18,2307485
2024-02-12,YARN,25.73,26.35,24.96,26.33,3222774
2024-02-13,SOCK,133.18,135.82,132.98,134.99,3522784
2024-02-13,YARN,26.33,26.35,25.2,25.51,4467100
2024-02-14,SOCK,134.99,141.69,133.12,140.95,4916053
2024-02-14,YARN,25.51,25.96,24.79,25.72,2028338
2024-02-15,SOCK,140.95,141.47,134.88,135.74,2748856
2024-02-15,YARN,25.72,25.92,25.36,25.8,2856898
2024-02-16,SOCK,135.74,136.02,129.07,130.75,2231003
2024-02-16,YARN,25.8,26.31,25.6,25.63,2462912
2024-02-19,SOCK,130.75,133.48,128.21,131.69,1578379
2024-02-19,YARN,25.63,26.05,25.2,25.8,1204641
2024-02-20,SOCK,131.69,135.12,131.59,134.49,4715795
2024-02-20,YARN,25.8,25.99,24.9,25.33,2635714
2024-02-21,SOCK,134.49,135.11,133.35,133.74,3770500
2024-02-21,YARN,25.33,25.46,24.62,24.72,2166137
2024-02-22,SOCK,133.74,135.34,132.2,133.96,3947141
2024-02-22,YARN,24.72,26.2,24.07,26.03,3368368
2024-02-23,SOCK,133.96,138.05,132.34,137.32,4278253
2024-02-23,YARN,26.03,26.29,23.58,24.28,1230865
2024-02-26,SOCK,137.32,141.64,137.0,141.23,4471169
2024-02-26,YARN,24.28,25.28,24.07,24.79,1195852
2024-02-27,SOCK,141.23,148.96,140.48,147.15,1447878
2024-02-27,YARN,24.79,25.1,24.6,24.99,4689593
2024-02-28,SOCK,147.15,151.29,146.54,148.48,4248076
2024-02-28,YARN,24.99,25.61,24.47,24.72,2992867
2024-02-29,SOCK,148.48,150.55,144.07,144.88,1399508
2024-02-29,YARN,24.72,25.22,24.15,24.22,4353211
2024-03-01,SOCK,144.88,146.87,141.82,143.21,1819973
2024-03-01,YARN,24.22,25.21,23.57,24.7,1827630
2024-03-04,SOCK,143.21,144.58,140.95,142.03,2130372
2024-03-04,YARN,24.7,25.07,24.51,24.97,2658764
2024-03-05,SOCK,142.03,142.7,140.71,142.41,2283312
2024-03-05,YARN,24.97,25.13,22.96,23.18,4623513
2024-03-06,SOCK,142.41,146.16,141.23,145.78,1123925
2024-03-06,YARN,23.18,23.37,22.53,23.03,1167026
2024-03-07,SOCK,145.78,147.11,141.82,142.61,4092103
2024-03-07,YARN,23.03,23.55,22.78,23.4,1930670
2024-03-08,SOCK,142.61,144.44,139.2,140.15,4448957
2024-03-08,YARN,23.4,23.56,22.69,22.87,4647614
2024-03-11,SOCK,140.15,142.34,138.38,139.78,1681485
2024-03-11,YARN,22.87,23.17,22.15,22.73,1607591
2024-03-12,SOCK,139.78,141.74,139.48,141.74,1017446
2024-03-12,YARN,22.73,24.25,22.66,23.32,2519898
2024-03-13,SOCK,141.74,143.38,133.93,134.02,4187087
2024-03-13,YARN,23.32,23.59,23.13,23.44,3182878
2024-03-14,SOCK,134.02,136.8,132.57,135.35,2042300
2024-03-14,YARN,23.44,24.32,23.39,24.09,3715627
2024-03-15,SOCK,135.35,140.69,134.97,139.62,1858857
2024-03-15,YARN,24.09,24.61,22.91,23.34,1488508
2024-03-18,SOCK,139.62,141.18,137.16,138.68,1323530
2024-03-18,YARN,23.34,26.0,22.94,25.41,2163034
2024-03-19,SOCK,138.68,141.79,136.6,141.28,4147732
2024-03-19,YARN,25.41,25.78,24.56,25.07,2986201
2024-03-20,SOCK,141.28,142.23,138.39,139.52,4561629
2024-03-20,YARN,25.07,25.45,24.32,25.38,3391107
2024-03-21,SOCK,139.52,143.77,138.02,141.23,1100696
2024-03-21,YARN,25.38,25.69,25.34,25.53,1558831
2024-03-22,SOCK,141.23,142.99,139.88,141.92,2517220
2024-03-22,YARN,25.53,26.33,25.16,25.32,4698427
2024-03-25,SOCK,141.92,142.69,139.38,140.06,2843632
2024-03-25,YARN,25.32,25.82,24.77,24.87,4869418
2024-03-26,SOCK,140.06,140.52,135.5,135.54,2393941
2024-03-26,YARN,24.87,25.62,23.81,23.88,2332540
2024-03-27,SOCK,135.54,135.9,131.03,131.71,4372424
2024-03-27,YARN,23.88,24.13,23.61,23.69,3969408
2024-03-28,SOCK,131.71,133.56,128.84,129.52,4093740
2024-03-28,YARN,23.69,24.81,23.65,24.24,3236700
2024-03-29,SOCK,129.52,132.63,129.2,132.03,2848071
2024-03-29,YARN,24.24,24.89,23.98,24.5,4151956
2024-04-01,SOCK,132.03,134.22,131.63,133.57,3812664
2024-04-01,YARN,24.5,24.74,23.41,23.83,1388907
2024-04-02,SOCK,133.57,136.2,132.93,135.76,1623942
2024-04-02,YARN,23.83,24.14,23.68,24.02,3311961
2024-04-03,SOCK,135.76,137.09,134.97,135.88,2312300
2024-04-03,YARN,24.02,24.3,23.49,23.6,1678790
2024-04-04,SOCK,135.88,137.26,132.31,135.74,3914929
2024-04-04,YARN,23.6,23.9,23.13,23.25,4369184
2024-04-05,SOCK,135.74,143.56,134.67,141.4,4935331
2024-04-05,YARN,23.25,24.1,23.15,23.81,4516246
2024-04-08,SOCK,141.4,143.79,139.19,143.14,2739692
2024-04-08,YARN,23.81,24.38,23.53,24.07,3143946
2024-04-09,SOCK,143.14,146.53,142.38,144.58,2553364
2024-04-09,YARN,24.07,24.95,23.84,24.67,3027132
2024-04-10,SOCK,144.58,147.33,144.28,145.89,4164017
2024-04-10,YARN,24.67,25.64,24.49,25.47,2614873
2024-04-11,SOCK,145.89,147.51,143.7,144.79,1567250
2024-04-11,YARN,25.47,25.78,25.42,25.59,3007185
2024-04-12,SOCK,144.79,145.96,141.6,142.48,3963783
2024-04-12,YARN,25.59,27.2,25.54,27.14,4773249
2024-04-15,SOCK,142.48,145.94,140.37,145.1,2684619
2024-04-15,YARN,27.14,27.19,25.18,25.71,1917047
2024-04-16,SOCK,145.1,145.41,140.76,143.03,4520308
2024-04-16,YARN,25.71,25.71,24.99,25.21,2056696
2024-04-17,SOCK,143.03,145.98,141.73,143.78,3566155
2024-04-17,YARN,25.21,26.03,24.9,25.96,4562019
2024-04-18,SOCK,143.78,144.97,140.05,140.39,3513107
2024-04-18,YARN,25.96,26.4,25.63,25.89,1935671
2024-04-19,SOCK,140.39,143.73,139.95,142.87,3518458
2024-04-19,YARN,25.89,26.27,24.74,24.77,1983001
2024-04-22,SOCK,142.87,142.87,137.08,138.53,2820777
2024-04-22,YARN,24.77,25.63,23.91,24.52,1164890
2024-04-23,SOCK,138.53,139.52,135.14,136.56,1732248
2024-04-23,YARN,24.52,24.9,23.56,23.69,4242203
2024-04-24,SOCK,136.56,137.9,129.15,131.03,2554833
2024-04-24,YARN,23.69,24.47,22.91,23.1,1043063
2024-04-25,SOCK,131.03,131.25,122.51,124.02,1643370
2024-04-25,YARN,23.1,23.9,22.98,23.77,1979351
2024-04-26,SOCK,124.02,125.42,121.13,124.83,3076879
2024-04-26,YARN,23.77,24.0,23.23,23.94,1604937
2024-04-29,SOCK,124.83,128.52,122.91,127.53,3048764
2024-04-29,YARN,23.94,24.11,23.65,23.73,2324242
2024-04-30,SOCK,127.53,129.07,124.75,126.57,3086753
2024-04-30,YARN,23.73,25.44,23.54,24.21,4166355
2024-05-01,SOCK,126.57,128.22,120.99,121.44,2569972
2024-05-01,YARN,24.21,24.26,23.23,23.37,4005844
2024-05-02,SOCK,121.44,125.14,120.83,125.09,4937873
2024-05-02,YARN,23.37,23.52,21.7,21.86,3500622
2024-05-03,SOCK,125.09,125.43,124.45,124.64,1053233
2024-05-03,YARN,21.86,23.01,21.43,22.52,2396797
2024-05-06,SOCK,124.64,128.36,124.0,127.2,3793010
2024-05-06,YARN,22.52,23.59,21.77,23.12,3690873
2024-05-07,SOCK,127.2,128.0,125.75,126.09,4759725
2024-05-07,YARN,23.12,23.3,22.72,23.11,4619137
2024-05-08,SOCK,126.09,131.16,125.94,130.26,4205949
2024-05-08,YARN,23.11,23.13,21.06,21.68,4208674
2024-05-09,SOCK,130.26,130.82,127.4,128.93,4238289
2024-05-09,YARN,21.68,21.86,20.84,21.1,4483296
2024-05-10,SOCK,128.93,133.24,127.85,132.25,3248215
2024-05-10,YARN,21.1,21.34,19.38,20.11,3126684
2024-05-13,SOCK,132.25,136.75,131.11,133.36,4274956
2024-05-13,YARN,20.11,20.45,19.59,20.4,2008017
2024-05-14,SOCK,133.36,137.09,131.99,136.47,2177369
2024-05-14,YARN,20.4,20.52,20.0,20.19,1792054
2024-05-15,SOCK,136.47,136.68,134.57,135.21,4402678
2024-05-15,YARN,20.19,20.25,19.12,19.77,3741305
2024-05-16,SOCK,135.21,135.35,131.81,133.1,2014196
2024-05-16,YARN,19.77,19.9,19.48,19.83,4135366
2024-05-17,SOCK,133.1,133.48,129.55,131.65,2124846
2024-05-17,YARN,19.83,20.52,19.31,20.08,2624963
2024-05-20,SOCK,131.65,131.84,130.54,131.8,2918200
2024-05-20,YARN,20.08,20.45,19.45,19.68,4345028
2024-05-21,SOCK,131.8,132.62,127.84,128.5,4714904
2024-05-21,YARN,19.68,20.01,18.99,19.26,1017981
2024-05-22,SOCK,128.5,128.77,126.18,126.52,4311599
2024-05-22,YARN,19.26,19.31,18.38,18.38,1442388
2024-05-23,SOCK,126.52,131.55,125.01,130.28,3532649
2024-05-23,YARN,18.38,18.88,18.14,18.61,2341669
2024-05-24,SOCK,130.28,134.35,130.26,134.15,4807074
2024-05-24,YARN,18.61,18.67,17.98,18.23,4378149
2024-05-27,SOCK,134.15,134.99,132.5,133.1,1934565
2024-05-27,YARN,18.23,18.39,17.72,17.9,3804706
2024-05-28,SOCK,133.1,134.26,131.89,134.06,1610687
2024-05-28,YARN,17.9,18.51,17.76,18.13,4228526
2024-05-29,SOCK,134.06,139.43,132.66,138.05,3433468
2024-05-29,YARN,18.13,19.03,17.64,18.73,1736424
2024-05-30,SOCK,138.05,143.61,136.04,143.19,4575650
2024-05-30,YARN,18.73,19.1,18.03,19.01,2449494
2024-05-31,SOCK,143.19,147.26,142.48,144.57,3123181
2024-05-31,YARN,19.01,19.8,18.54,19.2,2577420
2024-06-03,SOCK,144.57,148.94,143.02,148.86,4530729
2024-06-03,YARN,19.2,19.92,18.43,18.43,3027015
2024-06-04,SOCK,148.86,149.26,146.67,146.75,2972306
2024-06-04,YARN,18.43,18.8,18.35,18.79,3108773
2024-06-05,SOCK,146.75,150.0,146.16,148.44,1577683
2024-06-05,YARN,18.79,18.97,18.5,18.5,4780019
2024-06-06,SOCK,148.44,148.54,142.25,145.05,1026427
2024-06-06,YARN,18.5,18.64,17.53,17.53,1403628
2024-06-07,SOCK,145.05,145.93,142.36,143.72,3250275
2024-06-07,YARN,17.53,18.54,17.36,18.03,3055467
2024-06-10,SOCK,143.72,146.09,139.97,141.01,4842454
2024-06-10,YARN,18.03,18.46,16.84,17.14,1303611
2024-06-11,SOCK,141.01,144.98,140.09,143.17,3544504
2024-06-11,YARN,17.14,17.34,16.49,16.68,4831378
2024-06-12,SOCK,143.17,147.48,141.81,147.12,2321823
2024-06-12,YARN,16.68,16.96,16.04,16.2,3088725
2024-06-13,SOCK,147.12,148.87,140.8,141.0,2938702
2024-06-13,YARN,16.2,16.44,15.39,15.86,2992466
2024-06-14,SOCK,141.0,141.9,140.6,141.67,2354426
2024-06-14,YARN,15.86,16.35,14.61,15.01,3734134
2024-06-17,SOCK,141.67,142.55,136.86,137.87,2898134
2024-06-17,YARN,15.01,15.55,14.92,15.31,4004295
2024-06-18,SOCK,137.87,138.25,132.93,133.28,2689554
2024-06-18,YARN,15.31,16.13,15.31,15.89,2300782
2024-06-19,SOCK,133.28,138.53,132.45,136.12,2171531
2024-06-19,YARN,15.89,16.27,15.32,15.77,4565659
2024-06-20,SOCK,136.12,138.74,135.04,137.5,3025695
2024-06-20,YARN,15.77,16.41,15.7,16.16,2568876
2024-06-21,SOCK,137.5,139.52,137.19,137.53,4167804
2024-06-21,YARN,16.16,16.16,15.74,16.09,2123486
2024-06-24,SOCK,137.53,138.58,135.9,136.45,3539283
2024-06-24,YARN,16.09,16.32,15.85,16.12,4912603
2024-06-25,SOCK,136.45,140.07,136.07,139.98,3890706
2024-06-25,YARN,16.12,16.38,15.64,15.99,3705988
2024-06-26,SOCK,139.98,143.89,138.86,142.71,1024842
2024-06-26,YARN,15.99,16.41,15.0,15.09,2109922
2024-06-27,SOCK,142.71,144.73,139.72,143.54,3434742
2024-06-27,YARN,15.09,15.25,14.18,14.42,4303500
2024-06-28,SOCK,143.54,145.66,139.23,140.86,3466796
2024-06-28,YARN,14.42,14.73,14.26,14.53,4509575
2024-07-01,SOCK,140.86,142.38,137.33,138.86,3385233
2024-07-01,YARN,14.53,15.13,14.23,14.94,1682709
2024-07-02,SOCK,138.86,139.74,137.38,138.14,4050699
2024-07-02,YARN,14.94,15.01,14.82,14.89,4867703
2024-07-03,SOCK,138.14,138.84,135.06,135.57,1147910
2024-07-03,YARN,14.89,15.45,14.85,15.31,2237614
2024-07-04,SOCK,135.57,139.57,134.85,136.58,4290442
2024-07-04,YARN,15.31,15.65,15.2,15.6,1433711
2024-07-05,SOCK,136.58,136.98,132.8,134.49,2032010
2024-07-05,YARN,15.6,16.07,15.37,16.06,2542068
2024-07-08,SOCK,134.49,135.82,133.07,133.66,3567059
2024-07-08,YARN,16.06,16.47,15.91,16.43,2800954
2024-07-09,SOCK,133.66,136.74,133.48,136.32,3270029
2024-07-09,YARN,16.43,17.66,16.13,17.47,4114585
2024-07-10,SOCK,136.32,137.9,135.66,137.73,4674518
2024-07-10,YARN,17.47,17.6,17.34,17.35,3234979
2024-07-11,SOCK,137.73,137.95,134.39,134.47,2548571
2024-07-11,YARN,17.35,17.56,16.4,16.77,2101557
2024-07-12,SOCK,134.47,136.2,127.78,129.24,2649668
2024-07-12,YARN,16.77,17.19,15.85,16.04,3520778
2024-07-15,SOCK,129.24,130.73,127.85,128.96,1849107
2024-07-15,YARN,16.04,16.07,15.56,15.97,1165320
2024-07-16,SOCK,128.96,129.49,127.01,129.3,1486683
2024-07-16,YARN,15.97,16.54,15.63,16.26,2062087
2024-07-17,SOCK,129.3,130.04,129.19,129.5,4478196
2024-07-17,YARN,16.26,17.19,16.17,17.18,3194179
2024-07-18,SOCK,129.5,130.09,129.31,129.91,3934229
2024-07-18,YARN,17.18,17.59,16.78,17.21,1445096
2024-07-19,SOCK,129.91,130.07,127.71,128.09,4096092
2024-07-19,YARN,17.21,17.83,16.86,17.7,4869178
2024-07-22,SOCK,128.09,130.55,126.96,127.03,3514492
2024-07-22,YARN,17.7,18.0,17.12,17.16,4761415
2024-07-23,SOCK,127.03,127.38,124.69,126.04,4729386
2024-07-23,YARN,17.16,17.17,16.42,16.65,2570279
2024-07-24,SOCK,126.04,129.3,125.92,125.95,1058918
2024-07-24,YARN,16.65,17.03,16.45,16.81,3127167
2024-07-25,SOCK,125.95,127.31,123.78,125.66,1318722
2024-07-25,YARN,16.81,18.15,16.76,17.76,4606052
2024-07-26,SOCK,125.66,127.54,122.97,124.21,2945313
2024-07-26,YARN,17.76,18.27,17.51,18.09,3008540
2024-07-29,SOCK,124.21,129.69,123.78,128.55,3299852
2024-07-29,YARN,18.09,18.56,17.76,18.31,3311292
2024-07-30,SOCK,128.55,129.27,123.67,125.04,2453062
2024-07-30,YARN,18.31,18.52,17.65,17.73,4153893
2024-07-31,SOCK,125.04,129.76,123.65,128.65,2671858
2024-07-31,YARN,17.73,18.83,17.6,18.75,3686200
2024-08-01,SOCK,128.65,130.14,123.26,125.32,3267266
2024-08-01,YARN,18.75,19.1,18.26,18.77,3972035
2024-08-02,SOCK,125.32,125.44,123.48,123.91,4895804
2024-08-02,YARN,18.77,18.94,17.7,18.05,4514671
2024-08-05,SOCK,123.91,126.13,121.81,122.64,4909791
2024-08-05,YARN,18.05,18.95,17.95,18.63,2100309
2024-08-06,SOCK,122.64,126.46,121.19,125.62,2234390
2024-08-06,YARN,18.63,18.98,17.75,17.9,4296985
2024-08-07,SOCK,125.62,126.76,119.65,120.96,3407128
2024-08-07,YARN,17.9,18.08,17.83,17.85,3704037
2024-08-08,SOCK,120.96,125.39,119.63,123.6,2133237
2024-08-08,YARN,17.85,18.57,17.77,18.08,2438863
2024-08-09,SOCK,123.6,125.62,122.15,125.61,4263944
2024-08-09,YARN,18.08,18.18,17.9,18.02,1013717
2024-08-12,SOCK,125.61,127.53,125.37,127.25,4332923
2024-08-12,YARN,18.02,18.12,17.51,17.62,2100243
2024-08-13,SOCK,127.25,131.66,126.33,129.26,4404730
2024-08-13,YARN,17.62,18.26,17.17,18.16,1158421
2024-08-14,SOCK,129.26,129.95,126.61,128.43,4654997
2024-08-14,YARN,18.16,18.22,17.71,17.83,1897883
2024-08-15,SOCK,128.43,128.88,125.74,127.89,1801722
2024-08-15,YARN,17.83,18.0,17.33,17.5,1871441
2024-08-16,SOCK,127.89,127.9,123.53,126.46,1936128
2024-08-16,YARN,17.5,18.14,17.32,18.09,4357620
2024-08-19,SOCK,126.46,127.64,122.73,123.55,2018938
2024-08-19,YARN,18.09,18.66,17.63,18.34,1113489
2024-08-20,SOCK,123.55,124.01,121.36,123.99,2838869
2024-08-20,YARN,18.34,18.82,18.33,18.52,1252225
2024-08-21,SOCK,123.99,129.11,123.87,127.89,3318361
2024-08-21,YARN,18.52,18.85,17.68,17.92,3048346
2024-08-22,SOCK,127.89,130.02,124.54,126.13,3087434
2024-08-22,YARN,17.92,18.08,17.54,17.64,4470615
2024-08-23,SOCK,126.13,126.37,122.57,122.87,1722773
2024-08-23,YARN,17.64,18.62,17.42,18.6,4945009
2024-08-26,SOCK,122.87,124.8,121.76,124.44,3257723
2024-08-26,YARN,18.6,18.89,18.35,18.49,1534972
2024-08-27,SOCK,124.44,125.3,121.84,122.06,4988566
2024-08-27,YARN,18.49,18.61,17.61,17.69,2366719
2024-08-28,SOCK,122.06,123.13,121.64,122.72,3530969
2024-08-28,YARN,17.69,17.79,16.88,17.13,2130325
2024-08-29,SOCK,122.72,123.83,121.8,123.13,3077827
2024-08-29,YARN,17.13,17.82,16.85,17.42,1790815
2024-08-30,SOCK,123.13,123.45,121.86,121.9,4961618
2024-08-30,YARN,17.42,17.47,17.2,17.36,2062428
2024-09-02,SOCK,121.9,124.92,121.04,123.85,4116763
2024-09-02,YARN,17.36,17.51,16.21,16.61,4793220
2024-09-03,SOCK,123.85,126.53,121.8,123.14,4068995
2024-09-03,YARN,16.61,16.96,16.29,16.48,3878049
2024-09-04,SOCK,123.14,128.81,123.13,125.87,1803956
2024-09-04,YARN,16.48,16.86,15.99,16.79,3887944
2024-09-05,SOCK,125.87,126.86,125.39,126.64,1203990
2024-09-05,YARN,16.79,17.01,16.65,16.88,2421524
2024-09-06,SOCK,126.64,127.54,119.07,121.92,4639678
2024-09-06,YARN,16.88,17.56,16.66,17.25,1176966
2024-09-09,SOCK,121.92,125.06,121.28,123.53,2589586
2024-09-09,YARN,17.25,17.36,17.01,17.23,4595937
2024-09-10,SOCK,123.53,130.38,123.46,128.16,3562531
2024-09-10,YARN,17.23,17.7,17.13,17.42,1615502
2024-09-11,SOCK,128.16,133.43,127.65,131.54,2572473
2024-09-11,YARN,17.42,17.63,17.13,17.58,4962283
2024-09-12,SOCK,131.54,131.79,126.21,130.15,1886887
2024-09-12,YARN,17.58,18.64,17.09,18.38,1513250
